DP ALT VAF
41 4 0.0975609756097561
46 4 0.0869565217391304
51 4 0.0784313725490196
106 46 0.433962264150943
43 26 0.604651162790698
216 96 0.444444444444444
22 14 0.636363636363636
427 175 0.409836065573771
192 79 0.411458333333333
114 49 0.429824561403509
14 4 0.285714285714286
33 14 0.424242424242424
144 65 0.451388888888889
85 7 0.0823529411764706
36 20 0.555555555555556
28 16 0.571428571428571
34 18 0.529411764705882
103 41 0.398058252427184
101 35 0.346534653465347
276 122 0.442028985507246
58 25 0.431034482758621
65 33 0.507692307692308
72 35 0.486111111111111
56 26 0.464285714285714
76 4 0.0526315789473684
106 10 0.0943396226415094
3 2 0.666666666666667
101 13 0.128712871287129
80 8 0.1
50 10 0.2
267 113 0.423220973782772
4 4 1
72 10 0.138888888888889
68 10 0.147058823529412
76 35 0.460526315789474
74 31 0.418918918918919
20 9 0.45
111 52 0.468468468468468
4 3 0.75
198 83 0.419191919191919
177 66 0.372881355932203
230 107 0.465217391304348
440 209 0.475
633 275 0.434439178515008
573 38 0.0663176265270506
201 86 0.427860696517413
21 14 0.666666666666667
32 11 0.34375
105 55 0.523809523809524
22 7 0.318181818181818
375 149 0.397333333333333
16 6 0.375
4 2 0.5
59 24 0.406779661016949
187 81 0.433155080213904
227 85 0.374449339207048
246 97 0.394308943089431
80 47 0.5875
35 10 0.285714285714286
13 4 0.307692307692308
73 40 0.547945205479452
145 63 0.43448275862069
14 6 0.428571428571429
165 61 0.36969696969697
172 66 0.383720930232558
146 56 0.383561643835616
6 4 0.666666666666667
266 124 0.466165413533835
91 30 0.32967032967033
162 17 0.104938271604938
37 18 0.486486486486487
81 38 0.469135802469136
208 105 0.504807692307692
15 5 0.333333333333333
194 86 0.443298969072165
139 62 0.446043165467626
327 144 0.440366972477064
225 8 0.0355555555555556
268 12 0.0447761194029851
199 16 0.0804020100502513
56 7 0.125
49 4 0.0816326530612245
122 12 0.0983606557377049
47 24 0.51063829787234
14 6 0.428571428571429
28 13 0.464285714285714
83 41 0.493975903614458
220 79 0.359090909090909
79 26 0.329113924050633
109 50 0.458715596330275
38 15 0.394736842105263
37 3 0.0810810810810811
344 153 0.444767441860465
142 40 0.28169014084507
65 15 0.230769230769231
66 6 0.0909090909090909
254 107 0.421259842519685
138 63 0.456521739130435
173 75 0.433526011560694
165 67 0.406060606060606
105 49 0.466666666666667
435 194 0.445977011494253
10 6 0.6
89 5 0.0561797752808989
92 5 0.0543478260869565
3 2 0.666666666666667
49 5 0.102040816326531
12 4 0.333333333333333
123 10 0.0813008130081301
28 13 0.464285714285714
499 195 0.390781563126253
173 70 0.404624277456647
159 70 0.440251572327044
204 77 0.377450980392157
246 108 0.439024390243902
159 63 0.39622641509434
140 57 0.407142857142857
176 75 0.426136363636364
39 3 0.0769230769230769
44 20 0.454545454545455
86 26 0.302325581395349
43 15 0.348837209302326
66 36 0.545454545454545
75 33 0.44
82 28 0.341463414634146
180 9 0.05
34 12 0.352941176470588
268 123 0.458955223880597
67 22 0.328358208955224
498 149 0.299196787148594
53 19 0.358490566037736
183 79 0.431693989071038
75 47 0.626666666666667
95 40 0.421052631578947
8 6 0.75
11 5 0.454545454545455
158 60 0.379746835443038
8 3 0.375
412 165 0.400485436893204
114 46 0.403508771929825
61 31 0.508196721311475
68 26 0.382352941176471
196 87 0.443877551020408
116 52 0.448275862068966
124 56 0.451612903225806
3 2 0.666666666666667
3 2 0.666666666666667
196 76 0.387755102040816
157 18 0.114649681528662
3 2 0.666666666666667
95 40 0.421052631578947
102 49 0.480392156862745
120 51 0.425
152 6 0.0394736842105263
48 16 0.333333333333333
48 22 0.458333333333333
21 8 0.380952380952381
61 24 0.39344262295082
114 54 0.473684210526316
115 50 0.434782608695652
339 14 0.0412979351032448
230 101 0.439130434782609
15 4 0.266666666666667
29 5 0.172413793103448
241 110 0.45643153526971
154 78 0.506493506493506
33 9 0.272727272727273
18 8 0.444444444444444
189 73 0.386243386243386
185 36 0.194594594594595
112 104 0.928571428571429
92 33 0.358695652173913
127 49 0.385826771653543
289 133 0.460207612456747
104 49 0.471153846153846
201 85 0.422885572139304
148 51 0.344594594594595
286 120 0.41958041958042
153 6 0.0392156862745098
24 8 0.333333333333333
10 3 0.3
296 119 0.402027027027027
107 47 0.439252336448598
140 64 0.457142857142857
29 13 0.448275862068966
53 30 0.566037735849057
34 11 0.323529411764706
125 38 0.304
65 24 0.369230769230769
127 51 0.401574803149606
463 31 0.0669546436285097
44 5 0.113636363636364
107 6 0.0560747663551402
210 86 0.40952380952381
201 84 0.417910447761194
133 52 0.390977443609023
139 57 0.410071942446043
82 7 0.0853658536585366
152 66 0.434210526315789
250 99 0.396
10 4 0.4
123 49 0.398373983739837
84 27 0.321428571428571
244 127 0.520491803278688
105 44 0.419047619047619
32 13 0.40625
17 10 0.588235294117647
161 52 0.322981366459627
666 28 0.042042042042042
73 8 0.10958904109589
22 6 0.272727272727273
49 21 0.428571428571429
11 4 0.363636363636364
228 108 0.473684210526316
170 57 0.335294117647059
33 11 0.333333333333333
132 7 0.053030303030303
119 52 0.436974789915966
43 19 0.441860465116279
25 16 0.64
114 37 0.324561403508772
42 16 0.380952380952381
93 47 0.505376344086022
155 68 0.438709677419355
170 80 0.470588235294118
77 23 0.298701298701299
120 50 0.416666666666667
176 14 0.0795454545454545
46 19 0.41304347826087
132 69 0.522727272727273
154 9 0.0584415584415584
3 3 1
172 79 0.459302325581395
74 32 0.432432432432432
315 132 0.419047619047619
257 113 0.439688715953307
34 14 0.411764705882353
244 109 0.44672131147541
52 15 0.288461538461538
294 120 0.408163265306122
121 43 0.355371900826446
313 121 0.386581469648562
3 2 0.666666666666667
252 105 0.416666666666667
78 28 0.358974358974359
112 49 0.4375
181 76 0.419889502762431
105 45 0.428571428571429
149 74 0.496644295302013
128 60 0.46875
242 93 0.384297520661157
34 12 0.352941176470588
56 21 0.375
162 59 0.364197530864198
39 4 0.102564102564103
154 64 0.415584415584416
278 11 0.039568345323741
279 12 0.043010752688172
107 43 0.401869158878505
6 5 0.833333333333333
2 2 1
137 56 0.408759124087591
122 34 0.278688524590164
95 42 0.442105263157895
27 13 0.481481481481481
220 96 0.436363636363636
86 27 0.313953488372093
90 37 0.411111111111111
166 11 0.0662650602409639
390 40 0.102564102564103
143 20 0.13986013986014
155 23 0.148387096774194
311 119 0.382636655948553
72 22 0.305555555555556
40 3 0.075
56 21 0.375
220 9 0.0409090909090909
3 2 0.666666666666667
2 2 1
10 4 0.4
377 144 0.381962864721485
65 29 0.446153846153846
42 12 0.285714285714286
141 60 0.425531914893617
117 38 0.324786324786325
32 14 0.4375
15 10 0.666666666666667
171 74 0.432748538011696
9 5 0.555555555555556
9 5 0.555555555555556
3 2 0.666666666666667
298 139 0.466442953020134
292 112 0.383561643835616
5 4 0.8
242 86 0.355371900826446
138 56 0.405797101449275
241 104 0.431535269709544
352 139 0.394886363636364
155 41 0.264516129032258
399 144 0.360902255639098
360 132 0.366666666666667
57 16 0.280701754385965
203 41 0.201970443349754
229 12 0.0524017467248908
221 13 0.0588235294117647
193 12 0.0621761658031088
82 36 0.439024390243902
37 15 0.405405405405405
83 34 0.409638554216867
84 39 0.464285714285714
460 40 0.0869565217391304
459 45 0.0980392156862745
451 12 0.0266075388026608
71 5 0.0704225352112676
115 5 0.0434782608695652
18 8 0.444444444444444
18 9 0.5
57 6 0.105263157894737
162 77 0.475308641975309
592 28 0.0472972972972973
64 25 0.390625
57 4 0.0701754385964912
21 10 0.476190476190476
41 12 0.292682926829268
81 26 0.320987654320988
67 27 0.402985074626866
6 3 0.5
33 13 0.393939393939394
44 22 0.5
35 11 0.314285714285714
146 62 0.424657534246575
135 59 0.437037037037037
5 3 0.6
265 114 0.430188679245283
245 116 0.473469387755102
36 23 0.638888888888889
267 116 0.434456928838951
147 49 0.333333333333333
221 20 0.0904977375565611
26 12 0.461538461538462
125 39 0.312
54 28 0.518518518518518
309 126 0.407766990291262
90 32 0.355555555555556
80 34 0.425
204 87 0.426470588235294
43 18 0.418604651162791
102 56 0.549019607843137
9 3 0.333333333333333
92 40 0.434782608695652
12 5 0.416666666666667
74 33 0.445945945945946
151 60 0.397350993377483
247 100 0.404858299595142
125 50 0.4
187 78 0.417112299465241
115 50 0.434782608695652
330 52 0.157575757575758
44 19 0.431818181818182
116 16 0.137931034482759
62 20 0.32258064516129
42 14 0.333333333333333
52 23 0.442307692307692
115 41 0.356521739130435
84 42 0.5
23 11 0.478260869565217
152 78 0.513157894736842
32 3 0.09375
33 3 0.0909090909090909
271 25 0.0922509225092251
88 40 0.454545454545455
163 74 0.45398773006135
218 82 0.376146788990826
183 75 0.409836065573771
133 49 0.368421052631579
473 37 0.0782241014799154
267 131 0.49063670411985
214 89 0.41588785046729
52 20 0.384615384615385
96 45 0.46875
204 68 0.333333333333333
56 6 0.107142857142857
85 35 0.411764705882353
122 58 0.475409836065574
211 88 0.417061611374408
2 2 1
175 65 0.371428571428571
74 29 0.391891891891892
124 6 0.0483870967741935
12 8 0.666666666666667
100 38 0.38
53 7 0.132075471698113
74 32 0.432432432432432
178 68 0.382022471910112
203 91 0.448275862068966
34 11 0.323529411764706
4 3 0.75
123 60 0.48780487804878
25 12 0.48
41 11 0.268292682926829
168 18 0.107142857142857
10 5 0.5
140 116 0.828571428571429
28 8 0.285714285714286
85 30 0.352941176470588
161 14 0.0869565217391304
197 36 0.182741116751269
71 4 0.0563380281690141
72 13 0.180555555555556
63 14 0.222222222222222
147 28 0.19047619047619
152 28 0.184210526315789
175 34 0.194285714285714
224 65 0.290178571428571
147 7 0.0476190476190476
99 6 0.0606060606060606
175 24 0.137142857142857
55 11 0.2
142 27 0.190140845070423
283 44 0.15547703180212
234 27 0.115384615384615
142 20 0.140845070422535
124 19 0.153225806451613
266 9 0.0338345864661654
55 4 0.0727272727272727
168 7 0.0416666666666667
128 111 0.8671875
105 41 0.39047619047619
93 83 0.89247311827957
2 2 1
165 61 0.36969696969697
201 18 0.0895522388059701
65 58 0.892307692307692
138 9 0.0652173913043478
150 57 0.38
34 3 0.0882352941176471
35 3 0.0857142857142857
114 45 0.394736842105263
192 81 0.421875
28 15 0.535714285714286
16 9 0.5625
64 31 0.484375
152 6 0.0394736842105263
43 21 0.488372093023256
14 4 0.285714285714286
141 51 0.361702127659574
281 115 0.409252669039146
20 11 0.55
98 46 0.469387755102041
93 37 0.397849462365591
82 29 0.353658536585366
302 120 0.397350993377483
12 4 0.333333333333333
21 5 0.238095238095238
130 59 0.453846153846154
40 14 0.35
121 19 0.15702479338843
163 44 0.269938650306748
96 6 0.0625
130 9 0.0692307692307692
129 9 0.0697674418604651
221 86 0.389140271493213
116 44 0.379310344827586
140 17 0.121428571428571
170 6 0.0352941176470588
206 84 0.407766990291262
259 111 0.428571428571429
84 30 0.357142857142857
117 60 0.512820512820513
411 117 0.284671532846715
143 12 0.0839160839160839
179 81 0.452513966480447
126 52 0.412698412698413
116 23 0.198275862068966
185 81 0.437837837837838
133 43 0.323308270676692
242 98 0.40495867768595
93 6 0.0645161290322581
97 5 0.0515463917525773
80 28 0.35
75 29 0.386666666666667
34 17 0.5
102 43 0.42156862745098
100 41 0.41
90 39 0.433333333333333
92 6 0.0652173913043478
335 150 0.447761194029851
62 27 0.435483870967742
31 12 0.387096774193548
118 53 0.449152542372881
30 16 0.533333333333333
44 20 0.454545454545455
5 3 0.6
9 5 0.555555555555556
241 109 0.452282157676349
31 8 0.258064516129032
336 154 0.458333333333333
44 17 0.386363636363636
41 18 0.439024390243902
74 32 0.432432432432432
17 12 0.705882352941177
65 12 0.184615384615385
38 17 0.447368421052632
161 70 0.434782608695652
106 48 0.452830188679245
58 25 0.431034482758621
298 135 0.453020134228188
307 135 0.439739413680782
80 19 0.2375
5 5 1
79 13 0.164556962025316
219 28 0.127853881278539
79 34 0.430379746835443
187 30 0.160427807486631
142 58 0.408450704225352
79 4 0.0506329113924051
114 51 0.447368421052632
14 5 0.357142857142857
103 33 0.320388349514563
100 46 0.46
81 30 0.37037037037037
190 78 0.410526315789474
29 7 0.241379310344828
108 52 0.481481481481481
24 10 0.416666666666667
113 44 0.389380530973451
47 18 0.382978723404255
449 204 0.4543429844098
122 42 0.344262295081967
17 6 0.352941176470588
37 18 0.486486486486487
33 12 0.363636363636364
306 19 0.0620915032679739
802 28 0.0349127182044888
792 22 0.0277777777777778
47 18 0.382978723404255
225 100 0.444444444444444
287 142 0.494773519163763
73 13 0.178082191780822
146 62 0.424657534246575
140 6 0.0428571428571429
79 5 0.0632911392405063
138 55 0.398550724637681
58 29 0.5
37 20 0.540540540540541
5 3 0.6
77 34 0.441558441558442
2 2 1
102 43 0.42156862745098
146 8 0.0547945205479452
145 9 0.0620689655172414
106 12 0.113207547169811
315 89 0.282539682539683
184 91 0.494565217391304
439 44 0.100227790432802
231 9 0.038961038961039
187 8 0.0427807486631016
658 68 0.103343465045593
12 4 0.333333333333333
21 3 0.142857142857143
49 22 0.448979591836735
138 54 0.391304347826087
239 12 0.0502092050209205
276 10 0.036231884057971
640 30 0.046875
535 24 0.0448598130841121
12 8 0.666666666666667
102 50 0.490196078431373
99 40 0.404040404040404
56 5 0.0892857142857143
97 38 0.391752577319588
73 24 0.328767123287671
37 18 0.486486486486487
125 61 0.488
519 15 0.0289017341040462
187 18 0.0962566844919786
247 96 0.388663967611336
39 16 0.41025641025641
262 112 0.427480916030534
135 63 0.466666666666667
21 14 0.666666666666667
45 20 0.444444444444444
24 10 0.416666666666667
159 62 0.389937106918239
57 22 0.385964912280702
94 6 0.0638297872340425
25 13 0.52
6 4 0.666666666666667
384 189 0.4921875
330 16 0.0484848484848485
125 12 0.096
17 7 0.411764705882353
87 34 0.390804597701149
4 3 0.75
135 54 0.4
134 60 0.447761194029851
80 38 0.475
19 7 0.368421052631579
202 36 0.178217821782178
186 69 0.370967741935484
29 9 0.310344827586207
266 90 0.338345864661654
378 162 0.428571428571429
155 62 0.4
39 16 0.41025641025641
180 78 0.433333333333333
21 5 0.238095238095238
238 93 0.390756302521008
278 112 0.402877697841727
97 39 0.402061855670103
194 63 0.324742268041237
33 15 0.454545454545455
229 109 0.475982532751092
119 34 0.285714285714286
227 101 0.444933920704846
26 14 0.538461538461538
36 25 0.694444444444444
40 11 0.275
64 4 0.0625
19 8 0.421052631578947
100 48 0.48
31 17 0.548387096774194
61 23 0.377049180327869
60 22 0.366666666666667
47 20 0.425531914893617
115 40 0.347826086956522
140 12 0.0857142857142857
140 12 0.0857142857142857
126 47 0.373015873015873
310 132 0.425806451612903
198 78 0.393939393939394
38 3 0.0789473684210526
142 7 0.0492957746478873
564 269 0.476950354609929
32 16 0.5
70 28 0.4
34 4 0.117647058823529
86 9 0.104651162790698
272 17 0.0625
25 5 0.2
25 5 0.2
114 37 0.324561403508772
350 82 0.234285714285714
2 2 1
24 8 0.333333333333333
166 71 0.427710843373494
111 51 0.459459459459459
235 106 0.451063829787234
20 7 0.35
485 228 0.470103092783505
51 23 0.450980392156863
394 177 0.449238578680203
80 36 0.45
8 3 0.375
13 4 0.307692307692308
14 8 0.571428571428571
14 5 0.357142857142857
286 132 0.461538461538462
33 16 0.484848484848485
188 76 0.404255319148936
414 182 0.439613526570048
43 4 0.0930232558139535
97 43 0.443298969072165
88 41 0.465909090909091
248 106 0.42741935483871
396 195 0.492424242424242
229 98 0.427947598253275
42 23 0.547619047619048
58 25 0.431034482758621
532 211 0.396616541353383
133 62 0.466165413533835
254 95 0.374015748031496
190 75 0.394736842105263
30 3 0.1
3 3 1
31 11 0.354838709677419
92 30 0.326086956521739
112 30 0.267857142857143
41 15 0.365853658536585
186 86 0.462365591397849
104 39 0.375
136 49 0.360294117647059
104 47 0.451923076923077
16 4 0.25
130 51 0.392307692307692
68 30 0.441176470588235
58 4 0.0689655172413793
7 5 0.714285714285714
23 12 0.521739130434783
181 80 0.441988950276243
32 16 0.5
49 15 0.306122448979592
77 42 0.545454545454545
186 64 0.344086021505376
98 38 0.387755102040816
56 18 0.321428571428571
145 54 0.372413793103448
95 40 0.421052631578947
95 39 0.410526315789474
70 28 0.4
241 120 0.49792531120332
102 42 0.411764705882353
135 10 0.0740740740740741
96 34 0.354166666666667
98 42 0.428571428571429
168 75 0.446428571428571
32 3 0.09375
112 9 0.0803571428571429
150 10 0.0666666666666667
180 15 0.0833333333333333
205 106 0.517073170731707
138 24 0.173913043478261
39 8 0.205128205128205
143 28 0.195804195804196
107 49 0.457943925233645
279 68 0.243727598566308
226 68 0.300884955752212
35 29 0.828571428571429
35 15 0.428571428571429
37 18 0.486486486486487
19 6 0.315789473684211
214 73 0.341121495327103
16 10 0.625
95 42 0.442105263157895
34 15 0.441176470588235
77 30 0.38961038961039
349 132 0.378223495702006
35 15 0.428571428571429
272 31 0.113970588235294
131 14 0.106870229007634
126 46 0.365079365079365
19 4 0.210526315789474
134 56 0.417910447761194
18 5 0.277777777777778
138 42 0.304347826086957
18 8 0.444444444444444
40 18 0.45
71 18 0.253521126760563
218 98 0.44954128440367
40 20 0.5
195 72 0.369230769230769
106 49 0.462264150943396
27 10 0.37037037037037
59 22 0.372881355932203
366 172 0.469945355191257
169 72 0.42603550295858
45 17 0.377777777777778
320 144 0.45
211 85 0.402843601895735
34 18 0.529411764705882
63 5 0.0793650793650794
54 17 0.314814814814815
39 18 0.461538461538462
47 23 0.48936170212766
54 22 0.407407407407407
102 49 0.480392156862745
105 49 0.466666666666667
30 11 0.366666666666667
145 59 0.406896551724138
376 23 0.0611702127659574
217 67 0.308755760368664
5 4 0.8
12 7 0.583333333333333
87 33 0.379310344827586
128 13 0.1015625
239 46 0.192468619246862
323 169 0.523219814241486
94 34 0.361702127659574
35 13 0.371428571428571
33 16 0.484848484848485
297 30 0.101010101010101
305 20 0.0655737704918033
65 6 0.0923076923076923
6 3 0.5
39 17 0.435897435897436
7 5 0.714285714285714
182 78 0.428571428571429
35 3 0.0857142857142857
420 195 0.464285714285714
136 39 0.286764705882353
115 27 0.234782608695652
80 6 0.075
89 4 0.0449438202247191
14 5 0.357142857142857
17 10 0.588235294117647
45 21 0.466666666666667
393 182 0.463104325699746
214 81 0.378504672897196
306 130 0.42483660130719
73 4 0.0547945205479452
58 29 0.5
72 37 0.513888888888889
44 23 0.522727272727273
270 32 0.118518518518519
12 6 0.5
50 22 0.44
34 18 0.529411764705882
97 48 0.494845360824742
190 72 0.378947368421053
71 4 0.0563380281690141
113 6 0.0530973451327434
60 4 0.0666666666666667
61 4 0.0655737704918033
275 9 0.0327272727272727
56 26 0.464285714285714
349 13 0.0372492836676218
42 12 0.285714285714286
27 11 0.407407407407407
187 82 0.438502673796791
301 107 0.355481727574751
111 6 0.0540540540540541
103 47 0.456310679611651
186 10 0.0537634408602151
256 98 0.3828125
478 224 0.468619246861925
242 11 0.0454545454545455
262 120 0.458015267175573
151 67 0.443708609271523
90 37 0.411111111111111
7 4 0.571428571428571
98 7 0.0714285714285714
268 118 0.440298507462687
70 27 0.385714285714286
72 26 0.361111111111111
260 15 0.0576923076923077
83 29 0.349397590361446
259 112 0.432432432432432
129 6 0.0465116279069767
9 5 0.555555555555556
20 7 0.35
31 16 0.516129032258065
95 35 0.368421052631579
135 62 0.459259259259259
133 63 0.473684210526316
330 113 0.342424242424242
142 56 0.394366197183099
124 52 0.419354838709677
18 5 0.277777777777778
42 16 0.380952380952381
88 39 0.443181818181818
47 28 0.595744680851064
41 19 0.463414634146341
18 9 0.5
598 16 0.0267558528428094
164 7 0.0426829268292683
330 164 0.496969696969697
110 10 0.0909090909090909
38 15 0.394736842105263
61 25 0.409836065573771
225 79 0.351111111111111
131 9 0.0687022900763359
134 8 0.0597014925373134
148 62 0.418918918918919
21 7 0.333333333333333
14 4 0.285714285714286
25 11 0.44
162 75 0.462962962962963
41 18 0.439024390243902
23 12 0.521739130434783
147 60 0.408163265306122
122 62 0.508196721311475
146 59 0.404109589041096
158 45 0.284810126582278
137 44 0.321167883211679
66 25 0.378787878787879
228 104 0.456140350877193
44 8 0.181818181818182
174 79 0.454022988505747
131 48 0.366412213740458
273 114 0.417582417582418
5 3 0.6
250 17 0.068
43 23 0.534883720930233
154 64 0.415584415584416
85 40 0.470588235294118
67 26 0.388059701492537
35 18 0.514285714285714
126 52 0.412698412698413
279 106 0.379928315412186
328 11 0.0335365853658537
326 12 0.0368098159509202
116 13 0.112068965517241
36 17 0.472222222222222
23 10 0.434782608695652
32 13 0.40625
187 72 0.385026737967914
263 114 0.433460076045627
55 18 0.327272727272727
156 59 0.378205128205128
91 19 0.208791208791209
262 103 0.393129770992366
24 6 0.25
19 8 0.421052631578947
39 5 0.128205128205128
303 124 0.409240924092409
65 7 0.107692307692308
54 6 0.111111111111111
586 51 0.0870307167235495
198 38 0.191919191919192
534 227 0.425093632958801
188 73 0.388297872340426
85 5 0.0588235294117647
80 4 0.05
25 11 0.44
38 6 0.157894736842105
38 10 0.263157894736842
138 6 0.0434782608695652
87 35 0.402298850574713
90 43 0.477777777777778
152 63 0.414473684210526
29 10 0.344827586206897
109 43 0.394495412844037
79 36 0.455696202531646
126 49 0.388888888888889
146 11 0.0753424657534247
266 116 0.43609022556391
437 41 0.0938215102974828
233 127 0.545064377682403
113 41 0.36283185840708
347 161 0.463976945244957
149 60 0.402684563758389
269 14 0.0520446096654275
108 7 0.0648148148148148
53 23 0.433962264150943
377 154 0.408488063660477
129 63 0.488372093023256
213 90 0.422535211267606
47 3 0.0638297872340425
83 31 0.373493975903614
286 130 0.454545454545455
186 67 0.360215053763441
11 6 0.545454545454545
72 34 0.472222222222222
52 24 0.461538461538462
21 12 0.571428571428571
28 12 0.428571428571429
99 42 0.424242424242424
11 5 0.454545454545455
42 4 0.0952380952380952
71 5 0.0704225352112676
45 16 0.355555555555556
99 44 0.444444444444444
221 97 0.438914027149321
82 43 0.524390243902439
333 161 0.483483483483483
36 16 0.444444444444444
210 76 0.361904761904762
33 16 0.484848484848485
20 10 0.5
112 5 0.0446428571428571
17 12 0.705882352941177
160 76 0.475
48 17 0.354166666666667
193 17 0.0880829015544041
246 110 0.447154471544715
710 332 0.467605633802817
7 3 0.428571428571429
114 49 0.429824561403509
287 113 0.393728222996516
119 44 0.369747899159664
140 54 0.385714285714286
118 48 0.406779661016949
11 6 0.545454545454545
147 60 0.408163265306122
203 84 0.413793103448276
133 55 0.413533834586466
16 6 0.375
74 36 0.486486486486487
278 13 0.0467625899280576
62 25 0.403225806451613
298 126 0.422818791946309
8 4 0.5
71 35 0.492957746478873
51 13 0.254901960784314
171 13 0.0760233918128655
401 12 0.029925187032419
396 19 0.047979797979798
371 14 0.0377358490566038
347 116 0.334293948126801
165 16 0.096969696969697
168 13 0.0773809523809524
152 12 0.0789473684210526
120 8 0.0666666666666667
86 7 0.0813953488372093
32 12 0.375
132 44 0.333333333333333
72 6 0.0833333333333333
88 4 0.0454545454545455
46 5 0.108695652173913
41 5 0.121951219512195
314 132 0.420382165605096
158 56 0.354430379746835
148 8 0.0540540540540541
66 4 0.0606060606060606
121 58 0.479338842975207
125 52 0.416
142 64 0.450704225352113
75 40 0.533333333333333
89 7 0.0786516853932584
322 99 0.307453416149068
10 5 0.5
177 58 0.327683615819209
10 4 0.4
205 100 0.48780487804878
152 60 0.394736842105263
286 114 0.398601398601399
111 46 0.414414414414414
20 4 0.2
73 35 0.479452054794521
77 37 0.480519480519481
282 121 0.429078014184397
10 7 0.7
165 73 0.442424242424242
257 23 0.0894941634241245
22 14 0.636363636363636
156 76 0.487179487179487
169 84 0.497041420118343
56 21 0.375
77 35 0.454545454545455
45 21 0.466666666666667
27 5 0.185185185185185
16 10 0.625
223 44 0.197309417040359
2 2 1
105 44 0.419047619047619
196 85 0.433673469387755
62 29 0.467741935483871
38 7 0.184210526315789
70 4 0.0571428571428571
135 55 0.407407407407407
21 11 0.523809523809524
213 79 0.370892018779343
134 62 0.462686567164179
162 68 0.419753086419753
338 32 0.0946745562130177
27 13 0.481481481481481
93 9 0.0967741935483871
97 9 0.0927835051546392
231 98 0.424242424242424
133 52 0.390977443609023
181 73 0.403314917127072
236 23 0.0974576271186441
289 131 0.453287197231834
406 193 0.475369458128079
29 17 0.586206896551724
134 60 0.447761194029851
63 22 0.349206349206349
76 37 0.486842105263158
59 27 0.457627118644068
54 20 0.37037037037037
2 2 1
190 77 0.405263157894737
77 32 0.415584415584416
39 17 0.435897435897436
102 34 0.333333333333333
154 63 0.409090909090909
89 43 0.48314606741573
279 84 0.301075268817204
63 32 0.507936507936508
16 6 0.375
23 11 0.478260869565217
424 41 0.0966981132075472
142 67 0.471830985915493
5 5 1
13 5 0.384615384615385
129 50 0.387596899224806
40 16 0.4
5 3 0.6
113 6 0.0530973451327434
105 5 0.0476190476190476
39 18 0.461538461538462
36 14 0.388888888888889
179 76 0.424581005586592
185 54 0.291891891891892
191 80 0.418848167539267
138 52 0.376811594202899
211 85 0.402843601895735
49 16 0.326530612244898
112 20 0.178571428571429
43 15 0.348837209302326
152 67 0.440789473684211
5 3 0.6
14 4 0.285714285714286
42 15 0.357142857142857
98 48 0.489795918367347
176 73 0.414772727272727
60 22 0.366666666666667
159 83 0.522012578616352
95 43 0.452631578947368
141 61 0.432624113475177
148 63 0.425675675675676
3 3 1
50 18 0.36
75 38 0.506666666666667
